Województwo,Przestępstwo,Kwartał,Rok,Liczba
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,5.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,35.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,6.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,22.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,135.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,18.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,12.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,192.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2022,19.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,19002.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,1376.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,378.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,279.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,136.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,1214.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,487.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,2868.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,238.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,162.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,778.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,1988.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,4412.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,468.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,1736.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,2124.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2023,358.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,973.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,49.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,19.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,112.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,10.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,78.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,94.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,222.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,10.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,11.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,7.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,28.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,142.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,25.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,7.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,116.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,1 kwartał,2024,43.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2016,
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2017,
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2018,
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2019,
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,14966.0
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,1345.0
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,605.0
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,675.0
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,445.0
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,673.0
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,1796.0
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,2505.0
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,1156.0
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,503.0
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,317.0
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,522.0
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,1275.0
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,401.0
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,401.0
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,1512.0
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2020,835.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,16521.0
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,1962.0
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,774.0
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,632.0
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,796.0
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,483.0
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,2162.0
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,2121.0
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,382.0
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,378.0
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,427.0
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,562.0
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,1386.0
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,449.0
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,342.0
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,2717.0
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2021,948.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,18749.0
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,1593.0
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,1049.0
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,584.0
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,523.0
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,428.0
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,3739.0
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,2600.0
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,290.0
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,356.0
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,545.0
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,512.0
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,2068.0
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,742.0
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,325.0
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,2547.0
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2022,848.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,20075.0
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,2231.0
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,1096.0
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,604.0
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,622.0
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,423.0
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,5924.0
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,2391.0
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,213.0
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,551.0
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,316.0
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,686.0
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,1314.0
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,339.0
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,303.0
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,2352.0
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2023,710.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,18689.0
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,2463.0
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,1343.0
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,605.0
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,399.0
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,604.0
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,4102.0
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,2523.0
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,847.0
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,501.0
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,315.0
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,592.0
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,1308.0
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,324.0
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,318.0
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,1783.0
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,1 kwartał,2024,662.0
POLSKA,ogółem,pierwsze półrocze,2016,396738.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2016,40586.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2016,19266.0
LUBELSKIE,ogółem,pierwsze półrocze,2016,14989.0
LUBUSKIE,ogółem,pierwsze półrocze,2016,11846.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2016,23363.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2016,39320.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2016,54427.0
OPOLSKIE,ogółem,pierwsze półrocze,2016,10441.0
PODKARPACKIE,ogółem,pierwsze półrocze,2016,11461.0
PODLASKIE,ogółem,pierwsze półrocze,2016,9013.0
POMORSKIE,ogółem,pierwsze półrocze,2016,24843.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2016,61717.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2016,10202.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2016,13462.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2016,31354.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2016,20448.0
POLSKA,ogółem,pierwsze półrocze,2017,420551.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2017,39451.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2017,20288.0
LUBELSKIE,ogółem,pierwsze półrocze,2017,15128.0
LUBUSKIE,ogółem,pierwsze półrocze,2017,12745.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2017,23723.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2017,55559.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2017,54506.0
OPOLSKIE,ogółem,pierwsze półrocze,2017,11650.0
PODKARPACKIE,ogółem,pierwsze półrocze,2017,12580.0
PODLASKIE,ogółem,pierwsze półrocze,2017,7456.0
POMORSKIE,ogółem,pierwsze półrocze,2017,22577.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2017,71551.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2017,12770.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2017,12250.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2017,29435.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2017,18882.0
POLSKA,ogółem,pierwsze półrocze,2018,424715.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2018,40248.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2018,26723.0
LUBELSKIE,ogółem,pierwsze półrocze,2018,19143.0
LUBUSKIE,ogółem,pierwsze półrocze,2018,13403.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2018,24164.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2018,47184.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2018,59636.0
OPOLSKIE,ogółem,pierwsze półrocze,2018,9134.0
PODKARPACKIE,ogółem,pierwsze półrocze,2018,12686.0
PODLASKIE,ogółem,pierwsze półrocze,2018,9530.0
POMORSKIE,ogółem,pierwsze półrocze,2018,23853.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2018,63154.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2018,9988.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2018,12451.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2018,29908.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2018,23510.0
POLSKA,ogółem,pierwsze półrocze,2019,423455.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2019,41647.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2019,19050.0
LUBELSKIE,ogółem,pierwsze półrocze,2019,17448.0
LUBUSKIE,ogółem,pierwsze półrocze,2019,13465.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2019,25636.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2019,45872.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2019,59378.0
OPOLSKIE,ogółem,pierwsze półrocze,2019,9328.0
PODKARPACKIE,ogółem,pierwsze półrocze,2019,12035.0
PODLASKIE,ogółem,pierwsze półrocze,2019,7919.0
POMORSKIE,ogółem,pierwsze półrocze,2019,26095.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2019,63793.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2019,11231.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2019,12462.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2019,35493.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2019,22603.0
POLSKA,ogółem,pierwsze półrocze,2020,410399.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2020,37864.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2020,19201.0
LUBELSKIE,ogółem,pierwsze półrocze,2020,14223.0
LUBUSKIE,ogółem,pierwsze półrocze,2020,12510.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2020,22239.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2020,41749.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2020,56252.0
OPOLSKIE,ogółem,pierwsze półrocze,2020,8167.0
PODKARPACKIE,ogółem,pierwsze półrocze,2020,19827.0
PODLASKIE,ogółem,pierwsze półrocze,2020,8343.0
POMORSKIE,ogółem,pierwsze półrocze,2020,27045.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2020,66637.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2020,14188.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2020,12675.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2020,31002.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2020,18477.0
POLSKA,ogółem,pierwsze półrocze,2021,445671.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2021,43734.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2021,21531.0
LUBELSKIE,ogółem,pierwsze półrocze,2021,16906.0
LUBUSKIE,ogółem,pierwsze półrocze,2021,15218.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2021,32354.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2021,42497.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2021,62415.0
OPOLSKIE,ogółem,pierwsze półrocze,2021,9148.0
PODKARPACKIE,ogółem,pierwsze półrocze,2021,15455.0
PODLASKIE,ogółem,pierwsze półrocze,2021,9844.0
POMORSKIE,ogółem,pierwsze półrocze,2021,26321.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2021,66029.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2021,12736.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2021,12757.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2021,35415.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2021,23311.0
POLSKA,ogółem,pierwsze półrocze,2022,494742.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2022,44714.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2022,27433.0
LUBELSKIE,ogółem,pierwsze półrocze,2022,16990.0
LUBUSKIE,ogółem,pierwsze półrocze,2022,13057.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2022,24745.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2022,49359.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2022,67556.0
OPOLSKIE,ogółem,pierwsze półrocze,2022,8560.0
PODKARPACKIE,ogółem,pierwsze półrocze,2022,14081.0
PODLASKIE,ogółem,pierwsze półrocze,2022,11309.0
POMORSKIE,ogółem,pierwsze półrocze,2022,28609.0
ŚLĄSKIE,ogółem,pierwsze półrocze,2022,105204.0
ŚWIĘTOKRZYSKIE,ogółem,pierwsze półrocze,2022,13056.0
WARMIŃSKO-MAZURSKIE,ogółem,pierwsze półrocze,2022,13668.0
WIELKOPOLSKIE,ogółem,pierwsze półrocze,2022,35751.0
ZACHODNIOPOMORSKIE,ogółem,pierwsze półrocze,2022,20650.0
POLSKA,ogółem,pierwsze półrocze,2023,456577.0
DOLNOŚLĄSKIE,ogółem,pierwsze półrocze,2023,44661.0
KUJAWSKO-POMORSKIE,ogółem,pierwsze półrocze,2023,26013.0
LUBELSKIE,ogółem,pierwsze półrocze,2023,16447.0
LUBUSKIE,ogółem,pierwsze półrocze,2023,13904.0
ŁÓDZKIE,ogółem,pierwsze półrocze,2023,30490.0
MAŁOPOLSKIE,ogółem,pierwsze półrocze,2023,49299.0
MAZOWIECKIE,ogółem,pierwsze półrocze,2023,67424.0
